Time	Cell_type	Mean	Min	Max	Std
0.250000	0	0.119670	0.010754	0.565111	0.071799
0.250000	1	1.123113	0.609196	1.523608	0.191781
0.500000	0	0.118624	0.007244	0.723980	0.074427
0.500000	1	1.139334	0.520145	2.180744	0.259010
0.750000	0	0.118291	0.002469	0.825727	0.072514
0.750000	1	1.171067	0.321580	2.128254	0.261856
1.000000	0	0.115632	0.003658	1.038329	0.072563
1.000000	1	1.127845	0.184624	2.191774	0.282597
1.250000	0	0.110815	0.005688	0.540625	0.066735
1.250000	1	1.093280	0.439708	1.974166	0.240732
1.500000	0	0.115033	0.003897	0.665489	0.066852
1.500000	1	1.134324	0.284256	2.160016	0.312316
1.750000	0	0.113061	0.005012	0.499454	0.060767
1.750000	1	1.194382	0.638094	2.024733	0.241222
2.000000	0	0.109134	0.011657	0.588798	0.054560
2.000000	1	1.100922	0.425847	2.089383	0.222296
2.250000	0	0.110611	0.002291	0.567139	0.060654
2.250000	1	1.165925	0.388024	2.089039	0.259988
2.500000	0	0.110358	0.010714	0.521536	0.056668
2.500000	1	1.089149	0.344536	1.625347	0.202517
2.750000	0	0.108121	0.008027	0.630425	0.057754
2.750000	1	1.183580	0.521119	3.052957	0.343925
3.000000	0	0.109909	0.003803	0.610980	0.055972
3.000000	1	1.149604	0.299657	2.599482	0.325322
3.250000	0	0.109391	0.007695	0.759081	0.058792
3.250000	1	1.157360	0.499206	2.791316	0.303319
3.500000	0	0.108608	0.004326	0.482029	0.055132
3.500000	1	1.127991	0.229846	2.895001	0.355151
3.750000	0	0.112133	0.009819	1.365775	0.076948
3.750000	1	1.125472	0.559600	2.628871	0.289968
4.000000	0	0.109329	0.006248	0.690282	0.059121
4.000000	1	1.227005	0.587625	7.054300	0.612077
4.250000	0	0.111110	0.010340	0.530191	0.060396
4.250000	1	1.141150	0.197229	2.136682	0.269284
4.500000	0	0.110851	0.009468	1.150469	0.070894
4.500000	1	1.156013	0.282999	2.685910	0.320316
4.750000	0	0.108016	0.011554	0.869882	0.062031
4.750000	1	1.121095	0.392320	2.231881	0.259520
5.000000	0	0.108600	0.007735	0.429475	0.052037
5.000000	1	1.122371	0.175853	1.988766	0.256623
5.250000	0	0.106780	0.009951	0.510146	0.052502
5.250000	1	1.171474	0.545086	2.676787	0.302296
5.500000	0	0.107307	0.016139	0.862486	0.056228
5.500000	1	1.083335	0.325476	2.195877	0.290851
5.750000	0	0.108002	0.008062	0.456819	0.055062
5.750000	1	1.181113	0.576380	2.237323	0.327938
6.000000	0	0.107040	0.014325	0.540757	0.052297
6.000000	1	1.154561	0.547115	2.175133	0.259740
6.250000	0	0.106567	0.012494	0.506740	0.051980
6.250000	1	1.156544	0.602746	2.029642	0.278658
6.500000	0	0.106753	0.005003	0.632131	0.053743
6.500000	1	1.150711	0.354073	1.840853	0.234471
6.750000	0	0.106577	0.009188	0.411446	0.052989
6.750000	1	1.147893	0.095250	1.973510	0.275282
7.000000	0	0.108748	0.012264	0.593240	0.058113
7.000000	1	1.116484	0.211035	2.458165	0.300532
7.250000	0	0.109170	0.013810	0.860661	0.060378
7.250000	1	1.161858	0.228858	2.776342	0.418499
7.500000	0	0.103930	0.008524	0.755296	0.057303
7.500000	1	1.160778	0.256927	2.678558	0.353149
7.750000	0	0.105988	0.006758	0.832839	0.057901
7.750000	1	1.122972	0.652720	2.008970	0.242149
8.000000	0	0.108832	0.006571	0.667092	0.056905
8.000000	1	1.151185	0.146588	2.358801	0.285798
8.250000	0	0.107038	0.012867	0.899272	0.065643
8.250000	1	1.114461	0.670364	1.673386	0.202772
8.500000	0	0.108864	0.015721	0.711637	0.060586
8.500000	1	1.137482	0.023098	2.514230	0.305426
8.750000	0	0.110247	0.019017	0.480450	0.056630
8.750000	1	1.164998	0.601482	2.523050	0.296495
9.000000	0	0.107516	0.006731	0.514335	0.051320
9.000000	1	1.133677	0.046005	2.064274	0.295200
9.250000	0	0.110624	0.009346	0.641129	0.060648
9.250000	1	1.138853	0.394235	2.124223	0.280269
9.500000	0	0.106789	0.005204	0.531003	0.051910
9.500000	1	1.126296	0.342859	2.446899	0.273264
9.750000	0	0.107748	0.005167	0.618792	0.053651
9.750000	1	1.146024	0.272015	2.521355	0.319971
10.000000	0	0.107388	0.016397	0.762100	0.056845
10.000000	1	1.120934	0.451919	1.967991	0.261104
10.250000	0	0.109164	0.015670	0.735384	0.059580
10.250000	1	1.145502	0.236421	2.186035	0.294839
10.500000	0	0.110958	0.005507	0.822536	0.066197
