Time	Cell_type	Mean	Min	Max	Std
22.500000	0	0.070234	0.003934	0.630163	0.053383
22.500000	1	1.254157	0.509218	2.545197	0.297010
22.750000	0	0.069176	0.005365	0.499257	0.050579
22.750000	1	1.246743	0.671649	2.703023	0.299549
23.000000	0	0.071244	0.002969	0.584325	0.057217
23.000000	1	1.177450	0.281419	2.285546	0.287902
23.250000	0	0.068177	0.004177	0.657587	0.048636
23.250000	1	1.283181	0.263026	3.148173	0.353176
23.500000	0	0.068468	0.008730	0.495380	0.044939
23.500000	1	1.195215	0.587946	2.255960	0.223237
23.750000	0	0.068814	0.005120	0.386398	0.047571
23.750000	1	1.212308	0.090457	1.793862	0.230766
24.000000	0	0.073496	0.006748	1.331406	0.073240
24.000000	1	1.251609	0.399882	2.772775	0.328245
24.250000	0	0.068404	0.003621	0.536208	0.051602
24.250000	1	1.227865	0.313217	2.319882	0.322847
24.500000	0	0.070332	0.003244	0.829626	0.058824
24.500000	1	1.272306	0.500701	2.418799	0.337023
24.750000	0	0.067720	0.010817	0.584060	0.045465
24.750000	1	1.218024	0.596658	1.934036	0.242540
25.000000	0	0.069842	0.012328	0.580420	0.049788
25.000000	1	1.271900	0.624870	2.208609	0.279781
25.250000	0	0.069702	0.004057	0.556729	0.049782
25.250000	1	1.221515	0.527353	2.200882	0.236809
25.500000	0	0.068344	0.010803	0.440546	0.044276
25.500000	1	1.224921	0.041246	2.407805	0.282914
25.750000	0	0.067554	0.010764	0.841051	0.051305
25.750000	1	1.212323	0.309090	2.116422	0.265988
26.000000	0	0.067558	0.003449	0.411430	0.045058
26.000000	1	1.249027	0.491187	3.058648	0.288570
26.250000	0	0.065934	0.002594	0.411289	0.045421
26.250000	1	1.222006	0.522321	2.021631	0.248277
26.500000	0	0.068786	0.008023	0.830338	0.054430
26.500000	1	1.225390	0.195371	2.550839	0.308241
26.750000	0	0.066256	0.010311	0.411178	0.040491
26.750000	1	1.216327	0.671051	2.217148	0.225369
27.000000	0	0.066040	0.006920	0.608569	0.045366
27.000000	1	1.303534	0.734240	2.402751	0.281493
27.250000	0	0.068205	0.007477	1.304449	0.061877
27.250000	1	1.238239	0.439135	2.185782	0.253059
27.500000	0	0.069567	0.008390	0.618619	0.048812
27.500000	1	1.291164	0.107208	2.608305	0.319531
27.750000	0	0.068022	0.003009	0.772238	0.051276
27.750000	1	1.195202	0.482770	2.044902	0.253513
28.000000	0	0.066918	0.003238	0.454264	0.044459
28.000000	1	1.236705	0.316249	2.104902	0.280163
28.250000	0	0.069074	0.004596	0.979907	0.059614
28.250000	1	1.234275	0.346595	1.833531	0.194960
