Time	Cell_type	Mean	Min	Max	Std
22.750000	1	1.357534	0.400274	2.484001	0.301511
23.000000	0	0.088697	0.002337	0.450507	0.047313
23.000000	1	1.302221	0.496441	2.228379	0.262375
23.250000	0	0.090761	0.010135	0.847033	0.062778
23.250000	1	1.353867	0.070458	2.337048	0.327244
23.500000	0	0.088586	0.005544	0.761000	0.056345
23.500000	1	1.279525	0.381153	2.362840	0.285252
23.750000	0	0.090227	0.002880	0.805561	0.062739
23.750000	1	1.339210	0.544526	2.305806	0.307040
24.000000	0	0.090397	0.003434	1.028303	0.068080
24.000000	1	1.346975	0.204055	2.920367	0.341939
24.250000	0	0.088507	0.003905	0.738689	0.056344
24.250000	1	1.353093	0.373944	2.849551	0.331253
24.500000	0	0.088703	0.008333	0.576419	0.052733
24.500000	1	1.304544	0.650448	2.137479	0.232658
24.750000	0	0.089991	0.004658	0.763942	0.061610
24.750000	1	1.320429	0.372623	2.309510	0.320636
25.000000	0	0.089022	0.007047	0.551906	0.053234
25.000000	1	1.372051	0.738143	2.485615	0.295164
25.250000	0	0.088367	0.005714	0.644351	0.055933
25.250000	1	1.355683	0.608029	2.535393	0.296097
25.500000	0	0.086202	0.007193	0.512478	0.051128
25.500000	1	1.367124	0.884058	2.175488	0.243925
25.750000	0	0.084504	0.015298	0.532009	0.041159
25.750000	1	1.328568	0.804177	1.966892	0.216370
26.000000	0	0.085820	0.007506	0.424059	0.044623
26.000000	1	1.265447	0.595036	2.025986	0.240143
26.250000	0	0.087533	0.010228	0.405191	0.048616
26.250000	1	1.357385	0.174628	2.574255	0.322558
26.500000	0	0.083988	0.006313	0.408154	0.042342
26.500000	1	1.338221	0.535497	2.541925	0.257832
26.750000	0	0.084864	0.004511	1.126349	0.058836
26.750000	1	1.319370	0.500806	2.327542	0.305227
27.000000	0	0.086527	0.015565	0.510711	0.046488
27.000000	1	1.452824	0.218405	4.268836	0.465923
27.250000	0	0.084487	0.005486	0.395419	0.041802
27.250000	1	1.345378	0.805380	2.241592	0.237467
27.500000	0	0.084930	0.005565	0.416336	0.044453
27.500000	1	1.353621	0.651442	2.539817	0.272639
27.750000	0	0.088228	0.013729	0.473969	0.049156
27.750000	1	1.364151	0.327466	2.654487	0.319457
28.000000	0	0.085587	0.006632	0.652515	0.045916
28.000000	1	1.301895	0.521087	2.139094	0.215593
28.250000	0	0.087177	0.004115	0.577306	0.048782
28.250000	1	1.377527	0.516939	2.257026	0.281446
28.500000	0	0.084182	0.003404	0.349120	0.041663
28.500000	1	1.355948	0.536424	2.802271	0.312581
28.750000	0	0.082422	0.004661	0.347661	0.039561
28.750000	1	1.390252	0.721800	4.429444	0.426155
29.000000	0	0.084956	0.007116	0.458037	0.042070
29.000000	1	1.339319	0.777381	1.894716	0.218496
29.250000	0	0.084930	0.001664	0.494670	0.048293
29.250000	1	1.369320	0.758804	2.670694	0.322249
29.500000	0	0.086001	0.004171	0.739863	0.053700
29.500000	1	1.319984	0.415735	2.525280	0.294169
29.750000	0	0.086404	0.001989	0.464166	0.047085
29.750000	1	1.401783	0.227488	7.380148	0.780386
30.000000	0	0.087828	0.005860	0.612549	0.056500
30.000000	1	1.338217	0.351198	2.168391	0.303015
30.250000	0	0.087734	0.009255	0.406376	0.045498
30.250000	1	1.362983	0.703058	3.128488	0.262108
30.500000	0	0.084870	0.005698	0.668827	0.049103
30.500000	1	1.373395	0.773787	2.310864	0.273286
30.750000	0	0.083582	0.002606	0.414101	0.043462
30.750000	1	1.329374	0.664170	2.629349	0.249889
31.000000	0	0.087879	0.001618	0.510680	0.049094
31.000000	1	1.354446	0.195620	2.464144	0.357209
31.250000	0	0.084817	0.009432	0.413580	0.043796
31.250000	1	1.314417	0.639335	2.286466	0.234394
31.500000	0	0.085660	0.010681	0.579771	0.050713
31.500000	1	1.386541	0.564198	3.325126	0.344562
31.750000	0	0.083506	0.007068	0.450116	0.045422
31.750000	1	1.376379	0.715549	2.093811	0.229826
32.000000	0	0.084327	0.007137	0.415753	0.041356
32.000000	1	1.356010	0.441512	5.469734	0.528833
32.250000	0	0.087185	0.006347	0.341938	0.044948
32.250000	1	1.381416	0.382335	3.765515	0.400726
32.500000	0	0.086004	0.009272	0.849260	0.049205
32.500000	1	1.338234	0.554339	3.068524	0.325999
32.750000	0	0.086796	0.005350	0.689238	0.054470
32.750000	1	1.341690	0.676923	2.270456	0.278945
33.000000	0	0.087460	0.006662	0.838697	0.056054
33.000000	1	1.370749	0.721319	2.629036	0.309916
